,image,x,y,w,h,label
81,ball0018.jpg,123.99,133.11,52.88,55.15,7
82,ball0116.jpg,125.81,129.0,52.88,56.3,7
83,ball0561.jpg,127.41,125.58,53.33,54.7,7
84,ball0198.jpg,130.6,120.57,53.33,56.3,7
85,ball0020.jpg,133.56,118.06,54.7,55.84,7
86,ball0301.jpg,135.84,115.78,54.02,55.62,7
87,ball0351.jpg,136.52,113.73,54.48,55.84,7
88,ball0467.jpg,138.12,112.82,55.38,56.07,7
89,ball0517.jpg,139.72,111.91,55.15,56.75,7
90,ball0587.jpg,140.85,110.54,54.93,56.75,7
91,ball0191.jpg,142.22,109.17,55.84,57.67,7
92,ball0283.jpg,143.82,108.03,55.84,58.81,7
93,ball0321.jpg,144.05,107.12,56.75,59.03,7
94,ball0453.jpg,143.82,106.21,56.98,60.4,7
95,ball0189.jpg,144.05,105.53,56.52,59.94,7
96,ball0496.jpg,143.82,105.76,56.98,59.94,7
97,ball0358.jpg,142.91,108.03,58.12,60.4,7
98,ball0086.jpg,142.91,109.86,58.34,60.17,7
99,ball0068.jpg,142.45,111.23,58.58,61.76,7
100,ball0098.jpg,141.08,111.91,59.26,62.68,7
101,ball0520.jpg,140.17,113.5,60.17,62.68,7
102,ball0108.jpg,138.58,114.19,60.62,64.04,7
103,ball0111.jpg,137.44,113.73,60.62,64.73,7
104,ball0440.jpg,136.75,113.28,60.86,64.27,7
105,ball0332.jpg,135.61,113.5,61.31,63.59,7
106,ball0249.jpg,135.38,112.82,62.45,64.05,7
107,ball0335.jpg,134.93,111.91,63.13,64.04,7
108,ball0349.jpg,134.02,111.45,63.81,64.73,7
109,ball0319.jpg,133.56,109.63,63.82,66.32,7
110,ball0439.jpg,132.42,107.81,64.96,67.46,7
111,ball0452.jpg,132.42,107.12,64.05,67.24,7
112,ball0247.jpg,132.19,105.98,64.28,68.15,7
113,ball0479.jpg,132.65,105.07,65.18,68.38,7
114,ball0251.jpg,134.25,103.93,65.41,69.06,7
115,ball0553.jpg,136.07,102.79,66.55,69.06,7
116,ball0552.jpg,137.89,102.11,66.78,68.6,7
117,ball0148.jpg,140.85,100.97,65.87,67.92,7
118,ball0400.jpg,142.91,99.601,66.78,68.829,7
119,ball0330.jpg,145.87,98.234,66.32,69.74600000000001,7
120,ball0445.jpg,147.24,97.322,67.23,69.518,7
121,ball0225.jpg,148.38,96.63799999999999,67.46,69.292,7
122,ball0060.jpg,149.52,95.726,68.6,69.744,7
123,ball0376.jpg,150.66,95.726,69.51,69.744,7
124,ball0015.jpg,151.57,96.182,68.6,71.568,7
125,ball0577.jpg,151.79,97.55,68.84,71.57,7
126,ball0032.jpg,152.02,99.829,68.61,72.251,7
127,ball0107.jpg,150.2,102.11,69.51,73.16,7
128,ball0385.jpg,148.38,103.02,70.88,72.25,7
129,ball0062.jpg,148.15,104.39,71.11,72.48,7
130,ball0035.jpg,147.24,105.07,70.65,72.94,7
131,ball0475.jpg,145.41,105.98,71.34,73.62,7
132,ball0497.jpg,144.27,105.98,72.25,74.3,7
133,ball0548.jpg,143.82,105.76,71.34,75.44,7
134,ball0244.jpg,142.45,105.98,71.57,74.99,7
135,ball0036.jpg,141.54,106.67,72.02,74.75,7
136,ball0416.jpg,140.4,107.12,71.57,75.22,7
137,ball0295.jpg,138.35,107.81,72.48,76.12,7
138,ball0010.jpg,137.44,108.03,72.25,76.36,7
139,ball0007.jpg,135.38,108.72,73.4,76.58,7
140,ball0067.jpg,134.25,107.35,74.3,78.4,7
141,ball0601.jpg,133.33,103.48,73.39,76.12,7
142,ball0334.jpg,132.19,99.145,71.57,74.985,7
143,ball0269.jpg,127.86,92.30799999999999,71.57,75.212,7
144,ball0183.jpg,125.13,87.749,70.43,71.791,7
145,ball0006.jpg,121.94,83.875,70.2,72.255,7
146,ball0418.jpg,118.52,79.316,69.06,71.564,7
147,ball0114.jpg,115.78,74.986,67.01,70.42399999999999,7
148,ball0080.jpg,112.59,71.795,66.1,69.745,7
149,ball0394.jpg,109.4,69.744,66.1,67.916,7
150,ball0460.jpg,107.81,67.692,65.18,66.098,7
151,ball0465.jpg,105.98,66.553,63.82,66.097,7
152,ball0375.jpg,102.79,65.413,63.82,66.557,7
153,ball0392.jpg,101.2,65.869,62.22,66.101,7
154,ball0294.jpg,99.601,68.148,61.309,63.132,7
155,ball0234.jpg,97.77799999999999,68.148,61.992,63.821999999999996,7
156,ball0326.jpg,95.499,69.972,61.081,62.448,7
157,ball0409.jpg,94.587,71.339,60.173,63.131,7
158,ball0369.jpg,92.764,73.16199999999999,59.256,61.998000000000005,7
159,ball0152.jpg,91.852,75.442,58.118,61.308,7
160,ball0101.jpg,90.94,77.03699999999999,57.44,59.943000000000005,7
161,ball0146.jpg,91.396,77.949,56.523999999999994,60.17100000000001,7
162,ball0462.jpg,90.94,80.456,56.75,58.343999999999994,7
163,ball0117.jpg,90.94,82.279,55.84,56.751000000000005,7
164,ball0474.jpg,90.712,82.735,55.608000000000004,57.895,7
165,ball0512.jpg,90.712,85.47,55.158,56.07,7
166,ball0072.jpg,90.484,86.61,54.476000000000006,55.84,7
167,ball0151.jpg,90.02799999999999,87.521,54.242,56.528999999999996,7
168,ball0417.jpg,88.889,87.521,54.471000000000004,55.839,7
169,ball0415.jpg,89.117,88.889,53.333,54.931000000000004,7
170,ball0158.jpg,89.345,89.573,52.645,54.927,7
171,ball0091.jpg,88.661,90.712,52.648999999999994,53.108000000000004,7
172,ball0137.jpg,89.117,91.16799999999999,51.053000000000004,52.192,7
173,ball0201.jpg,88.205,91.852,50.595,50.828,7
174,ball0122.jpg,87.29299999999999,91.396,49.687,51.284,7
175,ball0438.jpg,86.382,91.852,50.138000000000005,51.508,7
176,ball0431.jpg,85.47,92.536,48.78,51.284,7
177,ball0513.jpg,82.735,94.131,48.545,50.138999999999996,7
178,ball0288.jpg,81.82300000000001,94.131,47.637,50.138999999999996,7
179,ball0210.jpg,78.86,94.131,48.32,50.82899999999999,7
180,ball0257.jpg,77.265,93.675,46.955,49.235,7
181,ball0009.jpg,75.214,93.219,47.406000000000006,48.321000000000005,7
182,ball0125.jpg,79.08800000000001,91.624,49.692,48.776,7
183,ball0088.jpg,87.521,92.536,51.278999999999996,50.144,7
184,ball0141.jpg,99.37299999999999,95.271,54.016999999999996,48.318999999999996,7
185,ball0588.jpg,115.56,99.145,56.75,49.915,7
186,ball0014.jpg,133.11,104.16,56.52,52.19,7
187,ball0182.jpg,147.24,105.3,53.33,51.28,7
188,ball0133.jpg,179.37,127.18,52.42,54.02,7
189,ball0491.jpg,179.6,126.27,53.79,55.61,7
190,ball0195.jpg,180.74,127.41,52.88,54.01,7
191,ball0292.jpg,177.78,127.41,52.88,54.01,7
192,ball0565.jpg,177.32,128.09,53.56,53.33,7
193,ball0013.jpg,179.6,127.86,52.65,54.7,7
194,ball0077.jpg,178.92,128.09,53.56,54.7,7
195,ball0379.jpg,180.28,129.69,52.43,53.33,7
196,ball0446.jpg,182.79,129.69,52.2,53.56,7
197,ball0174.jpg,184.39,129.91,51.05,54.48,7
198,ball0147.jpg,185.07,130.14,53.33,55.16,7
199,ball0023.jpg,188.26,131.97,52.65,52.87,7
200,ball0488.jpg,190.54,132.65,51.51,52.88,7
201,ball0484.jpg,191.91,132.88,51.74,52.42,7
202,ball0356.jpg,192.82,132.65,51.74,52.88,7
203,ball0096.jpg,193.96,132.65,51.05,51.51,7
204,ball0407.jpg,194.87,132.65,50.37,51.74,7
205,ball0123.jpg,194.64,130.83,50.83,51.73,7
206,ball0075.jpg,194.87,131.05,49.92,50.15,7
207,ball0508.jpg,194.64,130.14,49.92,51.97,7
208,ball0267.jpg,195.33,129.91,49.0,51.74,7
209,ball0316.jpg,196.01,129.0,48.78,50.37,7
210,ball0053.jpg,197.38,128.32,48.77,51.05,7
211,ball0365.jpg,199.43,128.09,47.86,49.92,7
212,ball0595.jpg,199.43,127.18,49.0,50.14,7
213,ball0052.jpg,201.03,126.04,48.09,49.69,7
214,ball0218.jpg,203.53,126.27,45.81,47.63,7
215,ball0243.jpg,203.99,124.9,46.49,48.32,7
216,ball0199.jpg,205.81,125.36,46.73,46.49,7
217,ball0432.jpg,203.53,127.41,48.09,43.76,7
218,ball0309.jpg,196.47,127.18,47.86,43.99,7
219,ball0574.jpg,189.86,126.72,48.54,44.68,7
220,ball0241.jpg,183.7,127.41,47.64,43.07,7
221,ball0231.jpg,178.92,126.04,46.72,43.99,7
222,ball0270.jpg,172.99,127.18,47.86,42.62,7
223,ball0562.jpg,170.94,126.04,45.36,44.44,7
224,ball0410.jpg,168.43,124.9,44.68,45.13,7
225,ball0361.jpg,164.56,125.58,44.67,44.45,7
226,ball0549.jpg,161.82,125.81,45.13,44.22,7
227,ball0019.jpg,160.23,126.5,44.9,44.21,7
228,ball0602.jpg,158.63,127.41,45.36,43.07,7
229,ball0471.jpg,158.4,125.81,44.9,44.9,7
230,ball0304.jpg,158.18,125.81,45.58,45.36,7
231,ball0387.jpg,157.95,125.58,45.58,46.5,7
232,ball0203.jpg,157.95,125.13,45.35,46.27,7
233,ball0222.jpg,158.86,125.81,45.58,46.04,7
234,ball0030.jpg,159.09,125.81,45.35,46.04,7
235,ball0217.jpg,159.09,126.04,45.13,46.04,7
236,ball0121.jpg,159.77,125.13,45.59,47.18,7
237,ball0250.jpg,160.23,125.81,45.13,46.95,7
238,ball0523.jpg,161.14,125.81,45.13,46.95,7
239,ball0310.jpg,161.14,126.04,45.58,46.72,7
240,ball0470.jpg,162.05,126.04,45.36,46.95,7
241,ball0008.jpg,162.28,126.5,45.81,47.63,7
242,ball0314.jpg,160.68,127.41,45.82,46.27,7
243,ball0256.jpg,157.49,128.09,44.9,46.5,7
244,ball0498.jpg,154.53,128.32,43.76,46.95,7
245,ball0494.jpg,149.29,129.46,45.58,46.27,7
246,ball0185.jpg,144.27,131.97,47.64,46.49,7
247,ball0215.jpg,141.31,133.33,46.95,48.09,7
248,ball0485.jpg,137.21,134.7,46.95,47.86,7
249,ball0541.jpg,132.42,136.75,46.95,48.09,7
250,ball0029.jpg,128.32,137.89,48.32,49.69,7
251,ball0087.jpg,124.44,140.63,49.69,50.14,7
252,ball0558.jpg,122.17,141.99,48.54,50.37,7
253,ball0291.jpg,118.97,143.13,48.78,51.06,7
254,ball0596.jpg,118.06,144.96,49.46,50.6,7
255,ball0196.jpg,116.01,145.64,50.6,52.42,7
256,ball0226.jpg,116.24,146.78,50.14,51.51,7
257,ball0175.jpg,117.15,145.87,50.83,53.1,7
258,ball0348.jpg,119.66,145.19,52.42,53.1,7
259,ball0104.jpg,123.3,143.13,52.88,52.65,7
260,ball0482.jpg,127.86,140.4,54.25,53.56,7
261,ball0055.jpg,133.56,137.89,53.11,54.25,7
262,ball0500.jpg,135.84,135.61,52.42,53.56,7
263,ball0404.jpg,137.89,134.02,54.47,54.01,7
264,ball0034.jpg,143.13,131.97,53.57,53.79,7
265,ball0004.jpg,145.41,129.69,52.88,54.47,7
266,ball0328.jpg,147.01,128.55,54.47,54.93,7
267,ball0163.jpg,150.88,125.36,55.39,56.29,7
268,ball0190.jpg,152.25,122.62,54.47,56.3,7
269,ball0223.jpg,153.39,119.66,55.16,56.98,7
270,ball0450.jpg,152.48,116.01,56.3,57.44,7
271,ball0003.jpg,151.57,113.73,55.84,56.98,7
272,ball0089.jpg,150.66,111.91,55.84,57.21,7
273,ball0543.jpg,148.83,109.63,55.61,58.8,7
274,ball0214.jpg,146.55,107.58,55.84,58.12,7
275,ball0127.jpg,144.05,105.07,56.29,58.8,7
276,ball0221.jpg,140.85,104.39,57.44,57.89,7
277,ball0397.jpg,138.12,103.02,57.89,58.58,7
278,ball0339.jpg,134.93,101.65,57.89,59.72,7
279,ball0526.jpg,132.65,100.28,58.12,61.09,7
280,ball0592.jpg,130.6,99.829,57.66,60.851000000000006,7
281,ball0449.jpg,127.64,99.829,57.66,59.941,7
282,ball0132.jpg,125.13,99.601,58.12,60.398999999999994,7
283,ball0311.jpg,123.08,98.917,59.48,61.763000000000005,7
284,ball0238.jpg,121.25,98.234,59.95,62.446000000000005,7
285,ball0263.jpg,120.8,97.094,61.08,61.996,7
286,ball0507.jpg,121.48,95.271,60.63,63.818999999999996,7
287,ball0066.jpg,122.17,93.90299999999999,60.62,64.047,7
288,ball0414.jpg,121.25,93.219,63.37,62.911,7
289,ball0384.jpg,123.08,91.396,61.54,63.364,7
290,ball0368.jpg,123.76,90.029,61.54,63.821000000000005,7
291,ball0582.jpg,124.67,88.661,61.54,63.818999999999996,7
292,ball0593.jpg,125.81,87.749,62.22,63.821000000000005,7
293,ball0180.jpg,127.64,86.838,64.5,63.592,7
294,ball0081.jpg,130.83,86.154,62.45,63.36600000000001,7
295,ball0260.jpg,131.74,84.33,62.9,64.27,7
296,ball0542.jpg,134.02,83.191,62.68,65.639,7
297,ball0568.jpg,136.07,82.279,63.59,65.87100000000001,7
298,ball0200.jpg,136.98,81.595,62.68,65.185,7
299,ball0303.jpg,136.75,80.91199999999999,63.82,64.958,7
300,ball0083.jpg,136.52,80.0,63.82,65.87,7
301,ball0586.jpg,136.07,80.0,63.59,65.64,7
302,ball0352.jpg,134.47,80.0,63.59,66.1,7
303,ball0224.jpg,133.11,79.544,63.59,66.096,7
304,ball0073.jpg,130.6,79.08800000000001,62.68,66.782,7
305,ball0135.jpg,128.09,80.0,62.45,66.32,7
306,ball0428.jpg,125.58,80.91199999999999,63.37,66.328,7
307,ball0280.jpg,122.39,82.051,64.28,65.40899999999999,7
308,ball0153.jpg,120.34,82.735,64.28,66.555,7
309,ball0046.jpg,117.15,83.875,65.41,65.415,7
310,ball0511.jpg,115.78,83.875,64.96,66.555,7
311,ball0160.jpg,115.56,83.875,64.95,67.005,7
312,ball0022.jpg,116.01,83.875,64.5,66.785,7
313,ball0490.jpg,115.56,83.875,64.95,67.005,7
314,ball0138.jpg,116.24,84.102,65.18,67.688,7
315,ball0315.jpg,115.78,84.33,65.64,67.69,7
316,ball0320.jpg,116.24,85.242,64.73,67.468,7
317,ball0184.jpg,115.56,85.926,64.72,67.694,7
318,ball0307.jpg,114.64,86.61,65.87,67.69,7
319,ball0436.jpg,113.96,87.066,65.64,67.234,7
320,ball0000.jpg,113.5,86.838,65.87,68.152,7
321,ball0186.jpg,113.28,87.066,65.87,67.694,7
322,ball0393.jpg,113.5,87.066,65.19,67.464,7
323,ball0033.jpg,112.59,86.382,65.64,68.148,7
324,ball0259.jpg,111.0,86.61,65.87,68.15,7
325,ball0437.jpg,110.31,85.698,65.87,68.372,7
326,ball0527.jpg,108.95,85.242,65.86,68.148,7
327,ball0350.jpg,108.49,84.33,65.19,67.92,7
328,ball0261.jpg,106.67,83.191,65.41,67.689,7
329,ball0211.jpg,104.62,82.735,64.72,67.235,7
330,ball0478.jpg,101.88,82.279,64.73,66.551,7
331,ball0342.jpg,97.77799999999999,81.595,65.642,67.465,7
332,ball0156.jpg,93.447,81.367,65.183,67.013,7
333,ball0112.jpg,89.801,81.595,63.818999999999996,67.005,7
334,ball0343.jpg,95.955,80.22800000000001,66.785,66.782,7
335,ball0039.jpg,107.35,80.91199999999999,68.83,65.868,7
336,ball0540.jpg,119.66,80.91199999999999,66.78,66.098,7
337,ball0537.jpg,127.86,81.14,64.96,65.64,7
338,ball0503.jpg,130.6,82.051,64.04,65.40899999999999,7
339,ball0154.jpg,133.33,82.735,63.37,64.505,7
340,ball0296.jpg,129.0,82.735,64.73,65.865,7
341,ball0337.jpg,118.29,83.875,67.24,66.095,7
342,ball0219.jpg,110.31,85.698,67.47,64.042,7
343,ball0012.jpg,100.97,87.066,67.46,64.50399999999999,7
344,ball0056.jpg,93.90299999999999,89.801,63.357,63.358999999999995,7
345,ball0570.jpg,81.82300000000001,91.396,65.867,63.81399999999999,7
346,ball0546.jpg,79.316,94.131,61.763999999999996,64.04899999999999,7
347,ball0433.jpg,74.986,96.63799999999999,61.31399999999999,63.592,7
348,ball0518.jpg,72.251,98.461,60.169,63.138999999999996,7
349,ball0061.jpg,71.795,102.11,59.945,62.9,7
350,ball0205.jpg,71.567,105.53,60.173,62.68,7
351,ball0193.jpg,72.934,108.49,59.946000000000005,61.77,7
352,ball0354.jpg,75.89699999999999,110.54,59.943000000000005,60.4,7
353,ball0551.jpg,79.08800000000001,112.14,59.492,59.94,7
354,ball0492.jpg,82.735,113.73,59.485,59.26,7
355,ball0338.jpg,86.838,113.73,57.662,59.95,7
356,ball0293.jpg,91.16799999999999,113.28,57.662,58.12,7
357,ball0448.jpg,95.955,112.59,56.295,57.67,7
358,ball0502.jpg,99.37299999999999,113.96,56.527,56.3,7
359,ball0097.jpg,102.56,113.05,56.07,57.43,7
360,ball0427.jpg,105.75,113.05,55.39,57.66,7
361,ball0204.jpg,109.86,113.73,54.47,57.44,7
362,ball0286.jpg,112.14,114.87,54.93,56.3,7
363,ball0486.jpg,114.64,114.87,54.25,55.39,7
364,ball0536.jpg,117.15,115.1,53.79,54.7,7
365,ball0566.jpg,119.89,115.1,53.56,54.24,7
366,ball0466.jpg,122.39,115.33,52.43,54.01,7
367,ball0045.jpg,123.99,114.64,52.88,54.93,7
368,ball0519.jpg,125.81,116.24,52.42,53.56,7
369,ball0435.jpg,128.09,115.78,50.37,53.56,7
370,ball0444.jpg,129.0,117.15,51.74,52.88,7
371,ball0155.jpg,130.37,118.75,50.14,51.51,7
372,ball0266.jpg,131.97,118.75,49.45,50.82,7
373,ball0084.jpg,132.19,119.2,49.46,50.83,7
374,ball0143.jpg,132.88,119.2,49.68,50.6,7
375,ball0590.jpg,134.25,119.2,48.77,50.6,7
376,ball0252.jpg,135.61,119.2,47.87,50.14,7
377,ball0506.jpg,136.98,119.2,48.78,49.23,7
378,ball0473.jpg,139.26,117.83,47.63,49.24,7
379,ball0371.jpg,141.77,118.06,46.72,48.32,7
380,ball0281.jpg,143.59,117.83,46.95,47.87,7
381,ball0031.jpg,145.19,117.83,46.95,47.64,7
382,ball0539.jpg,147.46,117.38,46.27,46.95,7
383,ball0043.jpg,151.11,116.7,46.27,46.49,7
384,ball0202.jpg,153.85,115.78,46.26,46.73,7
385,ball0345.jpg,155.9,114.42,45.81,46.95,7
386,ball0095.jpg,159.54,113.28,46.73,45.35,7
387,ball0458.jpg,164.33,112.14,44.45,45.81,7
388,ball0059.jpg,169.12,111.45,43.76,44.68,7
389,ball0373.jpg,173.45,111.0,43.76,44.67,7
390,ball0011.jpg,178.23,109.86,43.31,43.99,7
391,ball0115.jpg,180.97,108.72,43.3,43.99,7
392,ball0529.jpg,185.07,107.81,43.31,43.3,7
393,ball0336.jpg,188.95,105.98,43.53,43.99,7
394,ball0274.jpg,191.91,104.62,42.62,43.53,7
395,ball0597.jpg,195.56,104.16,42.62,42.62,7
396,ball0550.jpg,199.66,102.34,42.62,41.71,7
397,ball0391.jpg,202.17,101.42,41.7,41.71,7
398,ball0421.jpg,204.9,100.28,40.8,41.71,7
399,ball0074.jpg,208.09,99.829,40.12,40.341,7
400,ball0499.jpg,210.83,98.006,40.79,41.023999999999994,7
401,ball0102.jpg,214.93,96.182,39.88,41.478,7
402,ball0287.jpg,217.44,95.04299999999999,39.43,40.797,7
403,ball0505.jpg,219.26,93.447,39.89,41.253,7
404,ball0239.jpg,214.93,94.359,42.16,40.801,7
405,ball0362.jpg,208.55,97.322,42.16,39.658,7
406,ball0245.jpg,204.44,97.55,41.94,42.17,7
407,ball0235.jpg,198.06,100.06,42.17,40.79,7
408,ball0353.jpg,192.59,101.2,42.62,41.48,7
409,ball0357.jpg,188.95,102.11,42.39,41.94,7
410,ball0493.jpg,184.39,103.48,43.53,42.62,7
411,ball0136.jpg,180.06,104.84,44.44,42.85,7
412,ball0521.jpg,177.55,106.21,42.85,42.39,7
413,ball0571.jpg,173.22,107.12,43.3,43.76,7
414,ball0575.jpg,170.03,108.49,43.76,45.58,7
415,ball0271.jpg,168.43,109.17,43.76,46.04,7
416,ball0085.jpg,168.21,110.77,43.98,46.04,7
417,ball0248.jpg,168.21,112.14,44.21,47.18,7
418,ball0580.jpg,165.01,115.56,45.82,46.04,7
419,ball0255.jpg,162.74,116.92,45.58,46.95,7
420,ball0290.jpg,160.91,119.89,46.04,46.95,7
421,ball0378.jpg,157.49,119.89,47.18,49.23,7
422,ball0598.jpg,153.85,122.85,47.63,49.46,7
423,ball0535.jpg,151.79,124.44,48.78,49.01,7
424,ball0144.jpg,149.29,126.27,46.49,48.32,7
425,ball0113.jpg,146.55,127.86,47.41,48.09,7
426,ball0236.jpg,143.82,127.41,49.0,49.23,7
427,ball0162.jpg,141.77,128.09,48.54,50.14,7
428,ball0064.jpg,139.94,128.77,48.78,50.83,7
429,ball0079.jpg,139.26,129.69,48.77,51.05,7
430,ball0227.jpg,137.44,130.37,49.0,51.05,7
431,ball0048.jpg,136.3,130.6,49.45,51.28,7
432,ball0058.jpg,136.75,130.6,49.92,51.51,7
433,ball0413.jpg,136.07,129.91,50.37,52.43,7
434,ball0208.jpg,134.47,129.91,51.51,51.74,7
435,ball0258.jpg,134.47,128.09,51.97,53.79,7
436,ball0289.jpg,132.19,129.69,52.43,52.87,7
437,ball0145.jpg,129.0,129.46,51.74,54.02,7
438,ball0306.jpg,125.81,130.6,51.74,53.79,7
439,ball0166.jpg,121.48,131.51,52.2,54.24,7
440,ball0442.jpg,117.15,132.65,52.65,54.02,7
441,ball0167.jpg,113.96,132.19,52.65,55.16,7
442,ball0232.jpg,110.09,133.33,52.87,55.39,7
443,ball0603.jpg,106.67,133.56,53.1,55.61,7
444,ball0285.jpg,105.75,134.02,52.88,54.47,7
445,ball0082.jpg,107.12,132.19,53.79,54.48,7
446,ball0051.jpg,108.03,129.91,54.25,55.16,7
447,ball0017.jpg,113.5,128.09,54.93,55.61,7
448,ball0514.jpg,118.06,125.36,53.79,54.7,7
449,ball0272.jpg,119.2,122.39,55.61,55.39,7
450,ball0528.jpg,123.3,119.43,54.71,54.93,7
451,ball0157.jpg,124.67,116.92,54.93,56.07,7
452,ball0516.jpg,124.67,115.78,53.79,55.16,7
453,ball0425.jpg,123.99,114.64,54.47,55.39,7
454,ball0454.jpg,122.62,113.5,54.93,56.3,7
455,ball0265.jpg,119.66,113.5,54.02,56.07,7
456,ball0327.jpg,119.2,113.5,54.93,55.39,7
457,ball0333.jpg,117.61,113.5,54.7,55.84,7
458,ball0253.jpg,116.7,114.19,56.98,55.61,7
459,ball0129.jpg,120.11,114.19,54.25,56.52,7
460,ball0594.jpg,119.2,115.1,54.48,55.61,7
461,ball0581.jpg,120.11,115.33,56.07,56.52,7
462,ball0047.jpg,125.81,115.56,54.93,55.61,7
463,ball0390.jpg,129.91,115.1,54.71,55.84,7
464,ball0461.jpg,132.65,114.87,55.61,55.84,7
465,ball0402.jpg,136.3,115.1,55.84,55.84,7
466,ball0401.jpg,137.66,114.87,55.16,56.07,7
467,ball0463.jpg,141.08,115.78,55.62,56.07,7
468,ball0038.jpg,144.96,117.38,54.01,54.02,7
469,ball0103.jpg,146.32,116.92,54.48,54.02,7
470,ball0240.jpg,147.46,116.7,53.57,56.29,7
